,0,1,2
298,287546,청주 효성스마트해법수학점,"충북 청주시 흥덕구 가경로 61 (가경동, 효성아파트)"
299,287547,청주 파크자이점,충북 청주시 흥덕구 비하동 422
300,287548,청주 주성e해법수학점,충북 청주시 상당구 사직대로361번길 158-2 (북문로3가)
301,287549,청주 율량대원1차점,"충북 청주시 청원구 율량로 103 (주성동, 대원칸타빌1단지아파트)"
302,287550,청주 우미린2차해법수학점,충북 청주시 상당구 수영로353번길 41 (용담동)
303,287551,청주 용담점,충북 청주시 상당구 용담동 425
304,287552,청주 신봉점,충북 청주시 흥덕구 신봉동 310
305,287553,청주 시티프라디움교실,"충북 청주시 상당구 중고개로142번길 31 (용암동, 시티프라디움 1단지)"
306,287554,청주 스마트해법직지학원점,"충북 청주시 흥덕구 대신로74번길 10 (복대동, 두일빌딩)"
307,287555,청주 스마트해법영어수학 수곡점,"충북 청주시 서원구 수곡로 39 (수곡동, 새마을금고)"
308,287556,청주 스마트해법수학운동초점,"충북 청주시 상당구 월운로 116 (용암동, 동남 힐데스하임)"
309,287557,청주 스마트해법수학 푸르지오점,"충북 청주시 흥덕구 송화로214번길 7 (송절동, 청주테크노폴리스푸르지오)"
310,287558,청주 스마트해법수학 분평4단지점,"충북 청주시 서원구 1순환로1137번길 80 (분평동, 분평주공4단지아파트)"
311,287559,청주 스마트해법수학 금천용담점,"충북 청주시 상당구 산성로112번길 32 (용담동, 한라멤버스Ⅰ)"
312,287560,청주 수곡한솔점,충북 청주시 서원구 수곡동 315
313,287561,청주 분평초점,충북 청주시 서원구 분평동 1200-2
314,287562,청주 더하이스트점,"충북 청주시 청원구 오창읍 중부로 760 (양청리, 오창 롯데캐슬 더 하이스트)"
315,287563,청주 더베스트학원점,충북 청주시 흥덕구 옥산면 오송가락로 1071 (가락리)
316,287564,청주 내덕덕벌초점,충북 청주시 청원구 1순환로341번길 73 (내덕동)
317,287565,청주 금천부영점,충북 청주시 상당구 금천동 장자마을7단지부영아파트 701-709
318,287566,철산푸르지오하늘채점,"경기 광명시 디지털로 24 (철산동, 철산푸르지오하늘채)"
319,287567,철산13단지1호점,"경기 광명시 철산로 57 (철산동, 철산13단지주공아파트)"
320,287568,철산 도덕파크1점,경기 광명시 철산동 625-2
321,287569,천안타워스마트해법수학교습소,충남 천안시 서북구 미라15길 23
322,287570,천안굿모닝힐1호점,"충남 천안시 동남구 신부8길 21 (신부동, 도솔노블시티 동문굿모닝힐)"
323,287571,천안 청당벽산1호점,"충남 천안시 동남구 청당2길 118 (청당동, 청당벽산블루밍아파트)"
324,287572,천안 차암효성해링턴점,"충남 천안시 서북구 3공단6로 123 (차암동, 효성해링턴플레이스 스마일시티)"
325,287573,천안 월봉일성1호점,충남 천안시 서북구 쌍용동 1556
326,287574,천안 용곡용소초점,"충남 천안시 동남구 일봉로 87-4 (용곡동, 나현빌딩)"
327,287575,천안 용곡세광2차점,"충남 천안시 동남구 풍세로 769-28 (용곡동, 용곡마을세광2차엔"
328,287576,천안 쌍정센터점,"충남 천안시 서북구 월봉1길 16 (쌍용동, 오성빌딩)"
329,287577,천안 쌍용마을뜨란채점,"충남 천안시 서북구 봉서산1길 41 (쌍용동, 농협)"
330,287578,천안 신흥초교점,충남 천안시 동남구 목천읍 신계5길 30 (신계리)
331,287579,천안 신안초점,충남 천안시 동남구 원성25길 13-7 (원성동)
332,287580,천안 신부힐스테이트점,충남 천안시 동남구 신부동 300-3
333,287581,천안 신방통정비발디점,충남 천안시 동남구 통정9로 70 (신방동)
334,287582,천안 성지새말2단지점,"충남 천안시 동남구 일봉로 17 (신방동, 성지새말아파트)"
335,287583,천안 성성푸르지오3차점,"충남 천안시 서북구 성성6로 68 (성성동, 천안레이크타운3차푸르지오)"
336,287584,천안 불당호반2차점,충남 천안시 서북구 불당동 1613
337,287585,천안 불당린스트라우스2단지점,"충남 천안시 서북구 불당19로 111 (불당동, 천안불당린스트라우스2단지)"
338,287586,천안 불당동일1호점,"충남 천안시 서북구 시청로 73 (불당동, 불당마을동일하이빌아파트)"
339,287587,천안 불당대원점,충남 천안시 서북구 불당13길 2 (불당동)
340,287588,천안 벽산태영점,"충남 천안시 서북구 월봉4로 140-14 (쌍용동, 월봉벽산태영아파트)"
341,287589,천안 백석환서1호점,충남 천안시 서북구 한들2로 34-28 (백석동)
342,287590,천안 백석주공2차점,"충남 천안시 서북구 백석3로 91 (백석동, 백석그린빌2차아파트)"
343,287591,천안 목천부영1호점,"충남 천안시 동남구 목천읍 삼성5길 62 (응원리, 제일아이조움프라자)"
344,287592,천안 두정포레나점,충남 천안시 서북구 천안대로 980-17 (두정동)
345,287593,창원 한들초점,"경남 창원시 의창구 소봉로 50 (봉림동, 봉림휴먼시아1단지)"
346,287594,창원 팔용중앙점,"경남 창원시 의창구 사화로90번길 6 (팔용동, 원풍아파트)"
347,287595,창원 팔용벽산A점,"경남 창원시 의창구 반계로 104-8 (팔용동, 벽산블루밍아파트B단지)"
348,287596,창원 토월초점,경남 창원시 성산구 비음로4번길 4 (사파동)
349,287597,창원 토월성원1단지점,"경남 창원시 성산구 원이대로 774 (상남동, 성원아파트)"
350,287598,창원 청담베스트점,경남 창원시 성산구 대암로 247
351,287599,창원 중동유니시티점,"경남 창원시 의창구 중동로 34 (중동, 창원중동유니시티1단지)"
352,287600,창원 용호다산점,"경남 창원시 성산구 용지로 233 (용호동, 롯데아파트)"
353,287601,창원 안민초등점,경남 창원시 성산구 안민로117번길 14-1 (안민동)
354,287602,창원 소답점,"경남 창원시 의창구 읍성로79번길 8-1 (소답동, 거성축산)"
355,287603,창원 성주유니온빌리지점,경남 창원시 성산구 삼정자로 79
356,287604,창원 사파동성점,"경남 창원시 성산구 비음로 150 (사파동, 사파동성아파트)"
357,287605,창원 북면힐스테이트점,"경남 창원시 의창구 북면 동전로 86 (감계리, 감계힐스테이트 1"
358,287606,창원 북면힐스테이트4차점,경남 창원시 의창구 북면 감계리 225-1
359,287607,창원 북면휴먼빌점,"경남 창원시 의창구 북면 감계로 297 (감계리, 감계 일신휴먼빌)"
360,287608,창원 북면무동엘리트점,"경남 창원시 의창구 북면 무동로226번길 14 (무동리, 명성빌딩)"
361,287609,창원 북면감계푸르지오점,경남 창원시 의창구 북면 감계리 225-2
362,287610,창원 북면감계아내1차점,"경남 창원시 의창구 북면 감계로 277 (감계리, 창원 감계 아내 에코프리미엄)"
363,287611,창원 봉림점,경남 창원시 의창구 사림로 47
364,287612,창원 반송점,경남 창원시 성산구 반송로 148-6
365,287613,창원 반림현대A점,"경남 창원시 성산구 반송로 177 (반림동, 현대아파트)"
366,287614,창원 반림점,경남 창원시 성산구 반림동 14-2
367,287615,창원 도계점,경남 창원시 의창구 하남천동길 20 (도계동)
368,287616,창원 대방점,"경남 창원시 성산구 대정로 138 (대방동, 대방대동아파트)"
369,287617,창원 남양우성점,경남 창원시 성산구 남양동 17
370,287618,창원 남양성원2차점,"경남 창원시 성산구 대정로 99 (남양동, 성원2차아파트)"
371,287619,창원 남양다락방점,"경남 창원시 성산구 대암로 40-14 (남양동, 동양람세스빌딩)"
372,287620,창원 가음동더샵점,"경남 창원시 성산구 대정로 36 (가음동, 가음동종합상가)"
373,287621,창녕 밝은미래점,경남 창녕군 창녕읍 교상길 1 (교상리)
374,287622,진해 호반베르디움점,"경남 창원시 진해구 웅천동로43번길 19 (남문동, 남문 호반베르디움)"
375,287623,진해 풍호우성점,"경남 창원시 진해구 충장로 575-3 (풍호동, 우성종합상가)"
376,287624,진해 푸르지오점,"경남 창원시 진해구 천자로 386 (풍호동, 창원마린푸르지오1단지"
377,287625,진해 장천점,경남 창원시 진해구 충장로657번길 20
378,287626,진해 자은이루미점,"경남 창원시 진해구 진해대로 945 (자은동, 덕산쇼핑센터)"
379,287627,진해 일신님점,"경남 창원시 진해구 안골로 359 (용원동, 일신님아파트)"
380,287628,진해 용원부영점,"경남 창원시 진해구 안청남로 13 (청안동, 부영아파트(1차))"
381,287629,진해 신항만점,경남 창원시 진해구 신항북로 202
382,287630,진해 석동점,경남 창원시 진해구 석동로83번길 2
383,287631,진해 석동서일점,"경남 창원시 진해구 진해대로 725 (석동, 대우푸르지오)"
384,287632,진해 냉천점,"경남 창원시 진해구 냉천로 235 (자은동, 창원자은 에일린의 뜰)"
385,287633,진천 스마트해법수학 진천점,충북 진천군 진천읍 상산로 66 (읍내리)
386,287634,진주 혁신도시1차점,"경남 진주시 사들로 157 (충무공동, 혁신도시엘에이치아파트1단지)"
387,287635,진주 평거휴먼시아3차점,"경남 진주시 새평거로 111 (평거동, 평거휴먼시아3단지)"
388,287636,진주 탑신평점,경남 진주시 진양호로 278 (신안동)
389,287637,진주 초전장재초점,경남 진주시 초전동 1696-7
390,287638,진주 주약점,경남 진주시 천수로 55-1
391,287639,진주 상평1점,경남 진주시 공단로 17-1
392,287640,진주 무지개초점,경남 진주시 소호로 16 (충무공동)
393,287641,진주 SKY시티프라디움점,"경남 진주시 개양로 100 (가좌동, SKY 시티프라디움)"
394,287642,중화산에코르점,전북 전주시 완산구 화산천변6길 3 (중화산동2가)
395,287643,중랑 탑e해법수학점,서울 중랑구 면목동 727-122
396,287644,중랑 중랑초점,"서울 중랑구 동일로101길 63 (면목동, 면목한신아파트)"
397,287645,중랑 이레학원점,서울 중랑구 용마산로94길 9-20
398,287646,중랑 신내윤강수학학원점,서울 중랑구 신내역로 213
399,287647,중랑 신내우디안점,"서울 중랑구 신내역로 165 (신내동, 신내 데시앙포레)"
400,287648,중랑 신내성원1호점,서울 중랑구 신내동 783
401,287649,중랑 신내9단지점,"서울 중랑구 신내로 127 (신내동, 신내9단지신내아파트)"
402,287650,중랑 신내6단지점,"서울 중랑구 신내로17길 83 (신내동, 신내6단지아파트)"
403,287651,중랑 상봉건영2차점,서울 중랑구 신내로7다길 3 (상봉동)
404,287652,중랑 사가정아이파크점,서울 중랑구 면목동 157-59
405,287653,중랑 비콘힐영수학원점,"서울 중랑구 숙선옹주로 85 (묵동, 신내4단지신내아파트)"
406,287654,중랑 묵동아이파크점,"서울 중랑구 동일로157길 60 (묵동, 기림빌딩)"
407,287655,중랑 묵동브라운스톤1점,"서울 중랑구 공릉로18길 68 (묵동, 대한빌딩)"
408,287656,중랑 면목 ES해법수학점,서울 중랑구 면목동 657-1
409,287657,중랑 면동초점,서울 중랑구 면목동 499-4
410,287658,중랑 더자람학원점,"서울 중랑구 봉화산로56길 51 (신내동, 우남푸르미아아파트)"
411,287659,중동스마트해법,대구 수성구 수성로41길 32
412,287660,중구 약수스마트해법수학점,"서울 중구 동호로10길 30 (신당동, 약수하이츠)"
413,287661,중구 신당천재해법수학점,"서울 중구 청구로1길 23 (신당동, 신당동삼성아파트)"
414,287662,중구 신당래미안하이베르점,"서울 중구 퇴계로90길 74 (신당동, 래미안신당하이베르아파트)"
415,287663,좌동 한일유앤아이점,부산 해운대구 좌동 1274
416,287664,좌동 상당초점,"부산 해운대구 대천로103번길 61 (좌동, 엘지아파트)"
417,287665,좌동 롯데3차점,부산 해운대구 세실로 138
418,287666,좌동 두산1차113동점,"부산 해운대구 양운로 182 (좌동, 두산1차아파트)"
419,287667,좌동 대림2차점,"부산 해운대구 대천로103번길 9 (좌동, 대림2차아파트)"
420,287668,좌동 다온스마트학원,"부산 해운대구 좌동순환로 174 (좌동, 거성빌딩)"
421,287669,종로 혜화점,"서울 종로구 혜화로 30 (혜화동, 덕선빌딩)"
422,287670,종로 창신해법점,서울 종로구 지봉로5길 4 (창신동)
423,287671,제천 화산초점,충북 제천시 내토로41길 21 (화산동)
424,287672,제천 중앙초해법수학점,충북 제천시 의림대로36길 22 (청전동)
425,287673,제천 장락점,충북 제천시 죽하로 65 (장락동)
426,287674,제천 신원아침도시점,충북 제천시 원뜰로 25 (천남동)
427,287675,제천 명지해법수학점,충북 제천시 강저로11다길 1 (강제동)
428,287676,제주리플학원점,제주특별자치도 제주시 인다7길 4 (아라일동)
429,287677,제주 해법플러스에듀학원,제주특별자치도 제주시 연화로3길 1
430,287678,제주 한림글로리점,"제주특별자치도 제주시 한림읍 옹포4길 20 (옹포리, 주암썬빌리지)"
431,287679,제주 하귀비비스터디점,제주특별자치도 제주시 애월읍 하귀9길 34-1 (하귀1리)
432,287680,제주 자신감업 해법수학점,"제주특별자치도 서귀포시 대청로 34 (강정동, 제주강정유승한내들퍼스트오션)"
433,287681,제주 에스클래스외도점,제주특별자치도 제주시 월대4길 17 (외도이동)
434,287682,제주 아름수학교실,제주특별자치도 제주시 건주로7길 24-6 (도련일동)
435,287683,제주 신서귀교실,제주특별자치도 서귀포시 신동로27번길 12-1
436,287684,제주 스마트해법수학도남학원점,제주특별자치도 제주시 도남로 59 (도남동)
437,287685,제주 스마트해법수학 동제주학원,제주특별자치도 제주시 동문로 56
438,287686,제주 서호해법영수공부방,"제주특별자치도 서귀포시 호근남로 26 (호근동, 제일행복해1단지)"
